item	layer	value
GC_00003152	SMAG00006	1
GC_00003153	S12936484	0
GC_00003153	S259100318	0
GC_00003153	S259100328	0
GC_00003153	S259100333	0
GC_00003153	S259100335	0
GC_00003153	S259100337	0
GC_00003153	S259100341	1
GC_00003153	S25910037	0
GC_00003153	S25910039	0
GC_00003153	S33314612	0
GC_00003153	S749695	0
GC_00003153	SFerroplasmacircular	0
GC_00003153	SMAG00006	0
GC_00003154	S12936484	0
GC_00003154	S259100318	0
GC_00003154	S259100328	0
GC_00003154	S259100333	0
GC_00003154	S259100335	1
GC_00003154	S259100337	0
GC_00003154	S259100341	0
GC_00003154	S25910037	0
GC_00003154	S25910039	0
GC_00003154	S33314612	0
GC_00003154	S749695	0
GC_00003154	SFerroplasmacircular	0
GC_00003154	SMAG00006	0
GC_00003155	S12936484	0
GC_00003155	S259100318	0
GC_00003155	S259100328	0
GC_00003155	S259100333	0
GC_00003155	S259100335	0
GC_00003155	S259100337	0
GC_00003155	S259100341	0
GC_00003155	S25910037	0
GC_00003155	S25910039	0
GC_00003155	S33314612	0
GC_00003155	S749695	0
GC_00003155	SFerroplasmacircular	0
GC_00003155	SMAG00006	1
GC_00003156	S12936484	0
GC_00003156	S259100318	0
GC_00003156	S259100328	0
GC_00003156	S259100333	0
GC_00003156	S259100335	0
GC_00003156	S259100337	0
GC_00003156	S259100341	0
GC_00003156	S25910037	1
GC_00003156	S25910039	0
GC_00003156	S33314612	0
GC_00003156	S749695	0
GC_00003156	SFerroplasmacircular	0
GC_00003156	SMAG00006	0
GC_00003157	S12936484	0
GC_00003157	S259100318	0
GC_00003157	S259100328	0
GC_00003157	S259100333	0
GC_00003157	S259100335	0
GC_00003157	S259100337	0
GC_00003157	S259100341	0
GC_00003157	S25910037	0
GC_00003157	S25910039	0
GC_00003157	S33314612	0
GC_00003157	S749695	0
GC_00003157	SFerroplasmacircular	1
GC_00003157	SMAG00006	0
GC_00003158	S12936484	0
GC_00003158	S259100318	0
GC_00003158	S259100328	1
GC_00003158	S259100333	0
GC_00003158	S259100335	0
GC_00003158	S259100337	0
GC_00003158	S259100341	0
GC_00003158	S25910037	0
GC_00003158	S25910039	0
GC_00003158	S33314612	0
GC_00003158	S749695	0
GC_00003158	SFerroplasmacircular	0
GC_00003158	SMAG00006	0
GC_00003159	S12936484	0
GC_00003159	S259100318	0
GC_00003159	S259100328	0
GC_00003159	S259100333	0
GC_00003159	S259100335	0
GC_00003159	S259100337	0
GC_00003159	S259100341	0
GC_00003159	S25910037	0
GC_00003159	S25910039	0
GC_00003159	S33314612	1
GC_00003159	S749695	0
GC_00003159	SFerroplasmacircular	0
GC_00003159	SMAG00006	0
GC_00003160	S12936484	0
GC_00003160	S259100318	0
GC_00003160	S259100328	0
GC_00003160	S259100333	0
GC_00003160	S259100335	0
GC_00003160	S259100337	1
GC_00003160	S259100341	0
GC_00003160	S25910037	0
GC_00003160	S25910039	0
GC_00003160	S33314612	0
GC_00003160	S749695	0
GC_00003160	SFerroplasmacircular	0
GC_00003160	SMAG00006	0
GC_00003161	S12936484	0
GC_00003161	S259100318	0
GC_00003161	S259100328	0
GC_00003161	S259100333	0
GC_00003161	S259100335	0
GC_00003161	S259100337	0
GC_00003161	S259100341	0
GC_00003161	S25910037	0
GC_00003161	S25910039	0
GC_00003161	S33314612	0
GC_00003161	S749695	0
GC_00003161	SFerroplasmacircular	0
GC_00003161	SMAG00006	1
GC_00003162	S12936484	0
GC_00003162	S259100318	0
GC_00003162	S259100328	0
GC_00003162	S259100333	0
GC_00003162	S259100335	1
GC_00003162	S259100337	0
GC_00003162	S259100341	0
GC_00003162	S25910037	0
GC_00003162	S25910039	0
GC_00003162	S33314612	0
GC_00003162	S749695	0
GC_00003162	SFerroplasmacircular	0
GC_00003162	SMAG00006	0
GC_00003163	S12936484	0
GC_00003163	S259100318	1
GC_00003163	S259100328	0
GC_00003163	S259100333	0
GC_00003163	S259100335	0
GC_00003163	S259100337	0
GC_00003163	S259100341	0
GC_00003163	S25910037	0
GC_00003163	S25910039	0
GC_00003163	S33314612	0
GC_00003163	S749695	0
GC_00003163	SFerroplasmacircular	0
GC_00003163	SMAG00006	0
GC_00003164	S12936484	0
GC_00003164	S259100318	0
GC_00003164	S259100328	0
GC_00003164	S259100333	0
GC_00003164	S259100335	0
GC_00003164	S259100337	0
GC_00003164	S259100341	0
GC_00003164	S25910037	1
GC_00003164	S25910039	0
GC_00003164	S33314612	0
GC_00003164	S749695	0
GC_00003164	SFerroplasmacircular	0
GC_00003164	SMAG00006	0
GC_00003165	S12936484	1
GC_00003165	S259100318	0
GC_00003165	S259100328	0
GC_00003165	S259100333	0
GC_00003165	S259100335	0
GC_00003165	S259100337	0
GC_00003165	S259100341	0
GC_00003165	S25910037	0
GC_00003165	S25910039	0
GC_00003165	S33314612	0
GC_00003165	S749695	0
GC_00003165	SFerroplasmacircular	0
GC_00003165	SMAG00006	0
GC_00003166	S12936484	0
GC_00003166	S259100318	0
GC_00003166	S259100328	0
GC_00003166	S259100333	0
GC_00003166	S259100335	0
GC_00003166	S259100337	0
GC_00003166	S259100341	0
GC_00003166	S25910037	0
GC_00003166	S25910039	1
GC_00003166	S33314612	0
GC_00003166	S749695	0
GC_00003166	SFerroplasmacircular	0
GC_00003166	SMAG00006	0
GC_00003167	S12936484	0
GC_00003167	S259100318	0
GC_00003167	S259100328	1
GC_00003167	S259100333	0
GC_00003167	S259100335	0
GC_00003167	S259100337	0
GC_00003167	S259100341	0
GC_00003167	S25910037	0
GC_00003167	S25910039	0
GC_00003167	S33314612	0
GC_00003167	S749695	0
GC_00003167	SFerroplasmacircular	0
GC_00003167	SMAG00006	0
GC_00003168	S12936484	0
GC_00003168	S259100318	0
GC_00003168	S259100328	0
GC_00003168	S259100333	0
GC_00003168	S259100335	0
GC_00003168	S259100337	1
GC_00003168	S259100341	0
GC_00003168	S25910037	0
GC_00003168	S25910039	0
GC_00003168	S33314612	0
GC_00003168	S749695	0
GC_00003168	SFerroplasmacircular	0
GC_00003168	SMAG00006	0
GC_00003169	S12936484	0
GC_00003169	S259100318	0
GC_00003169	S259100328	0
GC_00003169	S259100333	0
GC_00003169	S259100335	1
GC_00003169	S259100337	0
GC_00003169	S259100341	0
GC_00003169	S25910037	0
GC_00003169	S25910039	0
GC_00003169	S33314612	0
GC_00003169	S749695	0
GC_00003169	SFerroplasmacircular	0
GC_00003169	SMAG00006	0
GC_00003170	S12936484	0
GC_00003170	S259100318	0
GC_00003170	S259100328	0
GC_00003170	S259100333	0
GC_00003170	S259100335	0
GC_00003170	S259100337	1
GC_00003170	S259100341	0
GC_00003170	S25910037	0
GC_00003170	S25910039	0
GC_00003170	S33314612	0
GC_00003170	S749695	0
GC_00003170	SFerroplasmacircular	0
GC_00003170	SMAG00006	0
GC_00003171	S12936484	0
GC_00003171	S259100318	0
GC_00003171	S259100328	0
GC_00003171	S259100333	0
GC_00003171	S259100335	0
GC_00003171	S259100337	0
GC_00003171	S259100341	1
GC_00003171	S25910037	0
GC_00003171	S25910039	0
GC_00003171	S33314612	0
GC_00003171	S749695	0
GC_00003171	SFerroplasmacircular	0
GC_00003171	SMAG00006	0
GC_00003172	S12936484	0
GC_00003172	S259100318	0
GC_00003172	S259100328	0
GC_00003172	S259100333	0
GC_00003172	S259100335	1
GC_00003172	S259100337	0
GC_00003172	S259100341	0
GC_00003172	S25910037	0
GC_00003172	S25910039	0
GC_00003172	S33314612	0
GC_00003172	S749695	0
GC_00003172	SFerroplasmacircular	0
GC_00003172	SMAG00006	0
GC_00003173	S12936484	0
GC_00003173	S259100318	0
GC_00003173	S259100328	1
GC_00003173	S259100333	0
GC_00003173	S259100335	0
GC_00003173	S259100337	0
GC_00003173	S259100341	0
GC_00003173	S25910037	0
GC_00003173	S25910039	0
GC_00003173	S33314612	0
GC_00003173	S749695	0
GC_00003173	SFerroplasmacircular	0
GC_00003173	SMAG00006	0
GC_00003174	S12936484	0
GC_00003174	S259100318	0
GC_00003174	S259100328	0
GC_00003174	S259100333	0
GC_00003174	S259100335	0
GC_00003174	S259100337	0
GC_00003174	S259100341	0
GC_00003174	S25910037	1
GC_00003174	S25910039	0
GC_00003174	S33314612	0
GC_00003174	S749695	0
GC_00003174	SFerroplasmacircular	0
GC_00003174	SMAG00006	0
GC_00003175	S12936484	0
GC_00003175	S259100318	0
GC_00003175	S259100328	0
GC_00003175	S259100333	0
GC_00003175	S259100335	0
GC_00003175	S259100337	0
GC_00003175	S259100341	0
GC_00003175	S25910037	0
GC_00003175	S25910039	1
GC_00003175	S33314612	0
GC_00003175	S749695	0
GC_00003175	SFerroplasmacircular	0
GC_00003175	SMAG00006	0
GC_00003176	S12936484	0
GC_00003176	S259100318	0
GC_00003176	S259100328	0
GC_00003176	S259100333	0
GC_00003176	S259100335	0
GC_00003176	S259100337	0
GC_00003176	S259100341	0
GC_00003176	S25910037	1
GC_00003176	S25910039	0
GC_00003176	S33314612	0
GC_00003176	S749695	0
GC_00003176	SFerroplasmacircular	0
GC_00003176	SMAG00006	0
GC_00003177	S12936484	0
GC_00003177	S259100318	0
GC_00003177	S259100328	0
GC_00003177	S259100333	0
GC_00003177	S259100335	0
GC_00003177	S259100337	0
GC_00003177	S259100341	0
GC_00003177	S25910037	0
GC_00003177	S25910039	0
GC_00003177	S33314612	0
GC_00003177	S749695	0
GC_00003177	SFerroplasmacircular	1
GC_00003177	SMAG00006	0
GC_00003178	S12936484	0
GC_00003178	S259100318	0
GC_00003178	S259100328	1
GC_00003178	S259100333	0
GC_00003178	S259100335	0
GC_00003178	S259100337	0
GC_00003178	S259100341	0
GC_00003178	S25910037	0
GC_00003178	S25910039	0
GC_00003178	S33314612	0
GC_00003178	S749695	0
GC_00003178	SFerroplasmacircular	0
GC_00003178	SMAG00006	0
GC_00003179	S12936484	0
GC_00003179	S259100318	1
GC_00003179	S259100328	0
GC_00003179	S259100333	0
GC_00003179	S259100335	0
GC_00003179	S259100337	0
GC_00003179	S259100341	0
GC_00003179	S25910037	0
GC_00003179	S25910039	0
GC_00003179	S33314612	0
GC_00003179	S749695	0
GC_00003179	SFerroplasmacircular	0
GC_00003179	SMAG00006	0
GC_00003180	S12936484	0
GC_00003180	S259100318	1
GC_00003180	S259100328	0
GC_00003180	S259100333	0
GC_00003180	S259100335	0
GC_00003180	S259100337	0
GC_00003180	S259100341	0
GC_00003180	S25910037	0
GC_00003180	S25910039	0
GC_00003180	S33314612	0
GC_00003180	S749695	0
GC_00003180	SFerroplasmacircular	0
GC_00003180	SMAG00006	0
GC_00003181	S12936484	1
GC_00003181	S259100318	0
GC_00003181	S259100328	0
GC_00003181	S259100333	0
GC_00003181	S259100335	0
GC_00003181	S259100337	0
GC_00003181	S259100341	0
GC_00003181	S25910037	0
GC_00003181	S25910039	0
GC_00003181	S33314612	0
GC_00003181	S749695	0
GC_00003181	SFerroplasmacircular	0
GC_00003181	SMAG00006	0
GC_00003182	S12936484	0
GC_00003182	S259100318	0
GC_00003182	S259100328	0
GC_00003182	S259100333	0
GC_00003182	S259100335	0
GC_00003182	S259100337	0
GC_00003182	S259100341	0
GC_00003182	S25910037	0
GC_00003182	S25910039	0
GC_00003182	S33314612	0
GC_00003182	S749695	0
GC_00003182	SFerroplasmacircular	0
GC_00003182	SMAG00006	1
GC_00003183	S12936484	0
GC_00003183	S259100318	0
GC_00003183	S259100328	0
GC_00003183	S259100333	0
GC_00003183	S259100335	0
GC_00003183	S259100337	1
GC_00003183	S259100341	0
GC_00003183	S25910037	0
GC_00003183	S25910039	0
GC_00003183	S33314612	0
GC_00003183	S749695	0
GC_00003183	SFerroplasmacircular	0
GC_00003183	SMAG00006	0
GC_00003184	S12936484	0
GC_00003184	S259100318	0
GC_00003184	S259100328	0
GC_00003184	S259100333	0
GC_00003184	S259100335	0
GC_00003184	S259100337	0
GC_00003184	S259100341	0
GC_00003184	S25910037	1
GC_00003184	S25910039	0
GC_00003184	S33314612	0
GC_00003184	S749695	0
GC_00003184	SFerroplasmacircular	0
GC_00003184	SMAG00006	0
GC_00003185	S12936484	0
GC_00003185	S259100318	1
GC_00003185	S259100328	0
GC_00003185	S259100333	0
GC_00003185	S259100335	0
GC_00003185	S259100337	0
GC_00003185	S259100341	0
GC_00003185	S25910037	0
GC_00003185	S25910039	0
GC_00003185	S33314612	0
GC_00003185	S749695	0
GC_00003185	SFerroplasmacircular	0
GC_00003185	SMAG00006	0
GC_00003186	S12936484	0
GC_00003186	S259100318	0
GC_00003186	S259100328	0
GC_00003186	S259100333	0
GC_00003186	S259100335	0
GC_00003186	S259100337	0
GC_00003186	S259100341	0
GC_00003186	S25910037	0
GC_00003186	S25910039	0
GC_00003186	S33314612	0
GC_00003186	S749695	0
GC_00003186	SFerroplasmacircular	0
GC_00003186	SMAG00006	1
GC_00003187	S12936484	0
GC_00003187	S259100318	0
GC_00003187	S259100328	0
GC_00003187	S259100333	0
GC_00003187	S259100335	0
GC_00003187	S259100337	0
GC_00003187	S259100341	0
GC_00003187	S25910037	0
GC_00003187	S25910039	0
GC_00003187	S33314612	0
GC_00003187	S749695	1
GC_00003187	SFerroplasmacircular	0
GC_00003187	SMAG00006	0
GC_00003188	S12936484	0
GC_00003188	S259100318	0
GC_00003188	S259100328	0
GC_00003188	S259100333	0
GC_00003188	S259100335	0
GC_00003188	S259100337	0
GC_00003188	S259100341	0
GC_00003188	S25910037	0
GC_00003188	S25910039	0
GC_00003188	S33314612	0
GC_00003188	S749695	0
GC_00003188	SFerroplasmacircular	1
GC_00003188	SMAG00006	0
GC_00003189	S12936484	0
GC_00003189	S259100318	0
GC_00003189	S259100328	0
GC_00003189	S259100333	0
GC_00003189	S259100335	0
GC_00003189	S259100337	0
GC_00003189	S259100341	0
GC_00003189	S25910037	1
GC_00003189	S25910039	0
GC_00003189	S33314612	0
GC_00003189	S749695	0
GC_00003189	SFerroplasmacircular	0
GC_00003189	SMAG00006	0
GC_00003190	S12936484	1
GC_00003190	S259100318	0
GC_00003190	S259100328	0
GC_00003190	S259100333	0
GC_00003190	S259100335	0
GC_00003190	S259100337	0
GC_00003190	S259100341	0
GC_00003190	S25910037	0
GC_00003190	S25910039	0
GC_00003190	S33314612	0
GC_00003190	S749695	0
GC_00003190	SFerroplasmacircular	0
GC_00003190	SMAG00006	0
GC_00003191	S12936484	0
GC_00003191	S259100318	0
GC_00003191	S259100328	0
GC_00003191	S259100333	0
GC_00003191	S259100335	0
GC_00003191	S259100337	0
GC_00003191	S259100341	0
GC_00003191	S25910037	0
GC_00003191	S25910039	0
GC_00003191	S33314612	0
GC_00003191	S749695	0
GC_00003191	SFerroplasmacircular	0
GC_00003191	SMAG00006	1
GC_00003192	S12936484	0
GC_00003192	S259100318	1
GC_00003192	S259100328	0
GC_00003192	S259100333	0
GC_00003192	S259100335	0
GC_00003192	S259100337	0
GC_00003192	S259100341	0
GC_00003192	S25910037	0
GC_00003192	S25910039	0
GC_00003192	S33314612	0
GC_00003192	S749695	0
GC_00003192	SFerroplasmacircular	0
GC_00003192	SMAG00006	0
GC_00003193	S12936484	0
GC_00003193	S259100318	0
GC_00003193	S259100328	1
GC_00003193	S259100333	0
GC_00003193	S259100335	0
GC_00003193	S259100337	0
GC_00003193	S259100341	0
GC_00003193	S25910037	0
GC_00003193	S25910039	0
GC_00003193	S33314612	0
GC_00003193	S749695	0
GC_00003193	SFerroplasmacircular	0
GC_00003193	SMAG00006	0
GC_00003194	S12936484	0
GC_00003194	S259100318	1
GC_00003194	S259100328	0
GC_00003194	S259100333	0
GC_00003194	S259100335	0
GC_00003194	S259100337	0
GC_00003194	S259100341	0
GC_00003194	S25910037	0
GC_00003194	S25910039	0
GC_00003194	S33314612	0
GC_00003194	S749695	0
GC_00003194	SFerroplasmacircular	0
GC_00003194	SMAG00006	0
GC_00003195	S12936484	0
GC_00003195	S259100318	0
GC_00003195	S259100328	0
GC_00003195	S259100333	0
GC_00003195	S259100335	0
GC_00003195	S259100337	0
GC_00003195	S259100341	0
GC_00003195	S25910037	0
GC_00003195	S25910039	0
GC_00003195	S33314612	0
GC_00003195	S749695	0
GC_00003195	SFerroplasmacircular	0
GC_00003195	SMAG00006	1
GC_00003196	S12936484	0
GC_00003196	S259100318	0
GC_00003196	S259100328	0
GC_00003196	S259100333	0
GC_00003196	S259100335	0
GC_00003196	S259100337	0
GC_00003196	S259100341	0
GC_00003196	S25910037	0
GC_00003196	S25910039	0
GC_00003196	S33314612	0
GC_00003196	S749695	0
GC_00003196	SFerroplasmacircular	1
GC_00003196	SMAG00006	0
GC_00003197	S12936484	0
GC_00003197	S259100318	0
GC_00003197	S259100328	1
GC_00003197	S259100333	0
GC_00003197	S259100335	0
GC_00003197	S259100337	0
GC_00003197	S259100341	0
GC_00003197	S25910037	0
GC_00003197	S25910039	0
GC_00003197	S33314612	0
GC_00003197	S749695	0
GC_00003197	SFerroplasmacircular	0
GC_00003197	SMAG00006	0
GC_00003198	S12936484	0
GC_00003198	S259100318	0
GC_00003198	S259100328	0
GC_00003198	S259100333	0
GC_00003198	S259100335	0
GC_00003198	S259100337	0
GC_00003198	S259100341	0
GC_00003198	S25910037	0
GC_00003198	S25910039	0
GC_00003198	S33314612	0
GC_00003198	S749695	0
GC_00003198	SFerroplasmacircular	1
GC_00003198	SMAG00006	0
GC_00003199	S12936484	1
GC_00003199	S259100318	0
GC_00003199	S259100328	0
GC_00003199	S259100333	0
GC_00003199	S259100335	0
GC_00003199	S259100337	0
GC_00003199	S259100341	0
GC_00003199	S25910037	0
GC_00003199	S25910039	0
GC_00003199	S33314612	0
GC_00003199	S749695	0
GC_00003199	SFerroplasmacircular	0
GC_00003199	SMAG00006	0
GC_00003200	S12936484	0
GC_00003200	S259100318	0
GC_00003200	S259100328	0
GC_00003200	S259100333	0
GC_00003200	S259100335	0
GC_00003200	S259100337	0
GC_00003200	S259100341	0
GC_00003200	S25910037	0
GC_00003200	S25910039	0
GC_00003200	S33314612	0
GC_00003200	S749695	0
GC_00003200	SFerroplasmacircular	0
GC_00003200	SMAG00006	1
GC_00003201	S12936484	0
GC_00003201	S259100318	0
GC_00003201	S259100328	0
GC_00003201	S259100333	0
GC_00003201	S259100335	1
GC_00003201	S259100337	0
GC_00003201	S259100341	0
GC_00003201	S25910037	0
GC_00003201	S25910039	0
GC_00003201	S33314612	0
GC_00003201	S749695	0
GC_00003201	SFerroplasmacircular	0
GC_00003201	SMAG00006	0
GC_00003202	S12936484	0
GC_00003202	S259100318	0
GC_00003202	S259100328	0
GC_00003202	S259100333	0
GC_00003202	S259100335	0
GC_00003202	S259100337	0
GC_00003202	S259100341	0
GC_00003202	S25910037	1
GC_00003202	S25910039	0
GC_00003202	S33314612	0
GC_00003202	S749695	0
GC_00003202	SFerroplasmacircular	0
GC_00003202	SMAG00006	0
GC_00003203	S12936484	0
GC_00003203	S259100318	0
GC_00003203	S259100328	1
GC_00003203	S259100333	0
GC_00003203	S259100335	0
GC_00003203	S259100337	0
GC_00003203	S259100341	0
GC_00003203	S25910037	0
GC_00003203	S25910039	0
GC_00003203	S33314612	0
GC_00003203	S749695	0
GC_00003203	SFerroplasmacircular	0
GC_00003203	SMAG00006	0
GC_00003204	S12936484	1
GC_00003204	S259100318	0
GC_00003204	S259100328	0
GC_00003204	S259100333	0
GC_00003204	S259100335	0
GC_00003204	S259100337	0
GC_00003204	S259100341	0
GC_00003204	S25910037	0
GC_00003204	S25910039	0
GC_00003204	S33314612	0
GC_00003204	S749695	0
GC_00003204	SFerroplasmacircular	0
GC_00003204	SMAG00006	0
GC_00003205	S12936484	1
GC_00003205	S259100318	0
GC_00003205	S259100328	0
GC_00003205	S259100333	0
GC_00003205	S259100335	0
GC_00003205	S259100337	0
GC_00003205	S259100341	0
GC_00003205	S25910037	0
GC_00003205	S25910039	0
GC_00003205	S33314612	0
GC_00003205	S749695	0
GC_00003205	SFerroplasmacircular	0
GC_00003205	SMAG00006	0
GC_00003206	S12936484	1
GC_00003206	S259100318	0
GC_00003206	S259100328	0
GC_00003206	S259100333	0
GC_00003206	S259100335	0
GC_00003206	S259100337	0
GC_00003206	S259100341	0
GC_00003206	S25910037	0
GC_00003206	S25910039	0
GC_00003206	S33314612	0
GC_00003206	S749695	0
GC_00003206	SFerroplasmacircular	0
GC_00003206	SMAG00006	0
GC_00003207	S12936484	1
GC_00003207	S259100318	0
GC_00003207	S259100328	0
GC_00003207	S259100333	0
GC_00003207	S259100335	0
GC_00003207	S259100337	0
GC_00003207	S259100341	0
GC_00003207	S25910037	0
GC_00003207	S25910039	0
GC_00003207	S33314612	0
GC_00003207	S749695	0
GC_00003207	SFerroplasmacircular	0
GC_00003207	SMAG00006	0
GC_00003208	S12936484	0
GC_00003208	S259100318	0
GC_00003208	S259100328	1
GC_00003208	S259100333	0
GC_00003208	S259100335	0
GC_00003208	S259100337	0
GC_00003208	S259100341	0
GC_00003208	S25910037	0
GC_00003208	S25910039	0
GC_00003208	S33314612	0
GC_00003208	S749695	0
GC_00003208	SFerroplasmacircular	0
GC_00003208	SMAG00006	0
GC_00003209	S12936484	0
GC_00003209	S259100318	0
GC_00003209	S259100328	0
GC_00003209	S259100333	0
GC_00003209	S259100335	0
GC_00003209	S259100337	0
GC_00003209	S259100341	0
GC_00003209	S25910037	1
GC_00003209	S25910039	0
GC_00003209	S33314612	0
GC_00003209	S749695	0
GC_00003209	SFerroplasmacircular	0
GC_00003209	SMAG00006	0
GC_00003210	S12936484	0
GC_00003210	S259100318	0
GC_00003210	S259100328	0
GC_00003210	S259100333	0
GC_00003210	S259100335	0
GC_00003210	S259100337	0
GC_00003210	S259100341	0
GC_00003210	S25910037	0
GC_00003210	S25910039	0
GC_00003210	S33314612	1
GC_00003210	S749695	0
GC_00003210	SFerroplasmacircular	0
GC_00003210	SMAG00006	0
GC_00003211	S12936484	0
GC_00003211	S259100318	0
GC_00003211	S259100328	0
GC_00003211	S259100333	0
GC_00003211	S259100335	0
GC_00003211	S259100337	0
GC_00003211	S259100341	0
GC_00003211	S25910037	0
GC_00003211	S25910039	0
GC_00003211	S33314612	0
GC_00003211	S749695	0
GC_00003211	SFerroplasmacircular	1
GC_00003211	SMAG00006	0
GC_00003212	S12936484	0
GC_00003212	S259100318	0
GC_00003212	S259100328	1
GC_00003212	S259100333	0
GC_00003212	S259100335	0
GC_00003212	S259100337	0
GC_00003212	S259100341	0
GC_00003212	S25910037	0
GC_00003212	S25910039	0
GC_00003212	S33314612	0
GC_00003212	S749695	0
GC_00003212	SFerroplasmacircular	0
GC_00003212	SMAG00006	0
GC_00003213	S12936484	0
GC_00003213	S259100318	0
GC_00003213	S259100328	0
GC_00003213	S259100333	1
GC_00003213	S259100335	0
GC_00003213	S259100337	0
GC_00003213	S259100341	0
GC_00003213	S25910037	0
GC_00003213	S25910039	0
GC_00003213	S33314612	0
GC_00003213	S749695	0
GC_00003213	SFerroplasmacircular	0
GC_00003213	SMAG00006	0
GC_00003214	S12936484	0
GC_00003214	S259100318	0
GC_00003214	S259100328	0
GC_00003214	S259100333	0
GC_00003214	S259100335	0
GC_00003214	S259100337	0
GC_00003214	S259100341	0
GC_00003214	S25910037	0
GC_00003214	S25910039	0
GC_00003214	S33314612	1
GC_00003214	S749695	0
GC_00003214	SFerroplasmacircular	0
GC_00003214	SMAG00006	0
GC_00003215	S12936484	0
GC_00003215	S259100318	0
GC_00003215	S259100328	0
GC_00003215	S259100333	0
GC_00003215	S259100335	0
GC_00003215	S259100337	0
GC_00003215	S259100341	0
GC_00003215	S25910037	1
GC_00003215	S25910039	0
GC_00003215	S33314612	0
GC_00003215	S749695	0
GC_00003215	SFerroplasmacircular	0
GC_00003215	SMAG00006	0
GC_00003216	S12936484	0
GC_00003216	S259100318	0
GC_00003216	S259100328	0
GC_00003216	S259100333	0
GC_00003216	S259100335	0
GC_00003216	S259100337	0
GC_00003216	S259100341	0
GC_00003216	S25910037	1
GC_00003216	S25910039	0
GC_00003216	S33314612	0
GC_00003216	S749695	0
GC_00003216	SFerroplasmacircular	0
GC_00003216	SMAG00006	0
GC_00003217	S12936484	1
GC_00003217	S259100318	0
GC_00003217	S259100328	0
GC_00003217	S259100333	0
GC_00003217	S259100335	0
GC_00003217	S259100337	0
GC_00003217	S259100341	0
GC_00003217	S25910037	0
GC_00003217	S25910039	0
GC_00003217	S33314612	0
GC_00003217	S749695	0
GC_00003217	SFerroplasmacircular	0
GC_00003217	SMAG00006	0
GC_00003218	S12936484	0
GC_00003218	S259100318	0
GC_00003218	S259100328	0
GC_00003218	S259100333	1
GC_00003218	S259100335	0
GC_00003218	S259100337	0
GC_00003218	S259100341	0
GC_00003218	S25910037	0
GC_00003218	S25910039	0
GC_00003218	S33314612	0
GC_00003218	S749695	0
GC_00003218	SFerroplasmacircular	0
GC_00003218	SMAG00006	0
GC_00003219	S12936484	0
GC_00003219	S259100318	1
GC_00003219	S259100328	0
GC_00003219	S259100333	0
GC_00003219	S259100335	0
GC_00003219	S259100337	0
GC_00003219	S259100341	0
GC_00003219	S25910037	0
GC_00003219	S25910039	0
GC_00003219	S33314612	0
GC_00003219	S749695	0
GC_00003219	SFerroplasmacircular	0
GC_00003219	SMAG00006	0
GC_00003220	S12936484	0
GC_00003220	S259100318	0
GC_00003220	S259100328	0
GC_00003220	S259100333	0
GC_00003220	S259100335	0
GC_00003220	S259100337	1
GC_00003220	S259100341	0
GC_00003220	S25910037	0
GC_00003220	S25910039	0
GC_00003220	S33314612	0
GC_00003220	S749695	0
GC_00003220	SFerroplasmacircular	0
GC_00003220	SMAG00006	0
GC_00003221	S12936484	0
GC_00003221	S259100318	0
GC_00003221	S259100328	0
GC_00003221	S259100333	0
GC_00003221	S259100335	0
GC_00003221	S259100337	0
GC_00003221	S259100341	0
GC_00003221	S25910037	1
GC_00003221	S25910039	0
GC_00003221	S33314612	0
GC_00003221	S749695	0
GC_00003221	SFerroplasmacircular	0
GC_00003221	SMAG00006	0
GC_00003222	S12936484	0
GC_00003222	S259100318	0
GC_00003222	S259100328	0
GC_00003222	S259100333	0
GC_00003222	S259100335	0
GC_00003222	S259100337	0
GC_00003222	S259100341	0
GC_00003222	S25910037	0
GC_00003222	S25910039	0
GC_00003222	S33314612	1
GC_00003222	S749695	0
GC_00003222	SFerroplasmacircular	0
GC_00003222	SMAG00006	0
GC_00003223	S12936484	0
GC_00003223	S259100318	1
GC_00003223	S259100328	0
GC_00003223	S259100333	0
GC_00003223	S259100335	0
GC_00003223	S259100337	0
GC_00003223	S259100341	0
GC_00003223	S25910037	0
GC_00003223	S25910039	0
GC_00003223	S33314612	0
GC_00003223	S749695	0
GC_00003223	SFerroplasmacircular	0
GC_00003223	SMAG00006	0
GC_00003224	S12936484	0
GC_00003224	S259100318	0
GC_00003224	S259100328	0
GC_00003224	S259100333	0
GC_00003224	S259100335	1
GC_00003224	S259100337	0
GC_00003224	S259100341	0
GC_00003224	S25910037	0
GC_00003224	S25910039	0
GC_00003224	S33314612	0
GC_00003224	S749695	0
GC_00003224	SFerroplasmacircular	0
GC_00003224	SMAG00006	0
GC_00003225	S12936484	0
GC_00003225	S259100318	0
GC_00003225	S259100328	0
GC_00003225	S259100333	0
GC_00003225	S259100335	0
GC_00003225	S259100337	1
GC_00003225	S259100341	0
GC_00003225	S25910037	0
GC_00003225	S25910039	0
GC_00003225	S33314612	0
GC_00003225	S749695	0
GC_00003225	SFerroplasmacircular	0
GC_00003225	SMAG00006	0
GC_00003226	S12936484	0
GC_00003226	S259100318	0
GC_00003226	S259100328	0
GC_00003226	S259100333	0
GC_00003226	S259100335	0
GC_00003226	S259100337	0
GC_00003226	S259100341	0
GC_00003226	S25910037	0
GC_00003226	S25910039	0
GC_00003226	S33314612	0
GC_00003226	S749695	0
GC_00003226	SFerroplasmacircular	0
