contig_id	contig_length	genomad_taxonomy	vcat_taxonomy	vcontact3_taxonomy	checkv_quality	iphop_host	bacphlip_virulent_score	abundance_Sample_ERR10036468	abundance_Sample_ERR10036469	abundance_Sample_ERR10036470
c_000000089264	2248	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	9,89E+09	0.00118437940746762	0
c_000000089356	2738	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8105552693926239	0.0330537834748639	0.00872044338088226	0
c_000000090458	2657	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.5640330070869609	0.000691554888690077	0.00076325058927892	0
c_000000092738	3922	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Simpcentumvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.9972986238568456	0.00010379653864445	0.00178227481061581	0
c_000000093063	2103	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Serpentinomonas"	0.8118782016546146	9,99E+09	0.00172674927806011	0
c_000000093115	5129	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Klosneuvirinae;g_Theiavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000841723910201195	0.000204102060517772	0
c_000000096468	16662	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mesomimiviridae;sf_;g_Tethysvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8385883883704557	0.013318121774325	0.0017848576970565	0
c_000000096732	3948	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Weiservirinae;g_Kratiovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0224259898001645	0.00621494225807946	0
c_000000097543	2297	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Klosneuvirinae;g_Fadolivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00368713231369084	0.00277592133836819	0
c_000000097560	2759	Unclassified	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.997522026431718	0.00476533052366271	4,13E+08	0.00279033808340098
c_000000098896	3038	Unclassified	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.000682843383145297	0.000691542884697245	0
c_000000099018	3399	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000313452992451949	0.00456025654756795	0
c_000000099074	3327	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00150799988108836	0.00017875727194841	0
c_000000099735	2045	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Namazuvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	7,07E+09	0.00082623816237323	0
c_000000100963	3715	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8784843051855816	0.000102378405047376	0.00177951630997153	0
c_000000101388	2019	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Klosneuvirinae;g_Fadolivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.893999143715735	0.00110814198002583	0.000633115533818529	0
c_000000101785	2734	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Chakrabartyvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8550238645244239	0.000107627637416981	0.00147144201009218	0
c_000000101817	2616	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Sepvirinae;g_Oslovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	0.000108926143833643	0.00160816651226645	0
c_000000104552	10102	Unclassified	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_Crassvirales;so_;f_Steigviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	9,96E+09	1,27E+09	0
c_000000105368	6475	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Weiservirinae;g_Anayavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8875	0.000145325573831978	1,11E+09	0.0439960059668675
c_000000105577	6961	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.16756607929515419	0.000175033679225048	0.00286610073748416	0
c_000000106179	5465	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0366794108273232	0.0098817877810492	0
c_000000106283	3371	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Purivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0343874774396467	0.00891262788136911	0
c_000000106413	19728	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Moumouvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.7625	7,72E+09	5,58E+08	0
c_000000107336	3056	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Dibbivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9987156186452293	0.000110894396843879	0.00131870213831205	0
c_000000108257	2131	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.0016357822516198	0.00194264362850045	0
c_000000109224	3946	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.8550238645244239	0.000377394236435449	8,80E+09	0
c_000000110452	2544	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Aptresvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.0	0.000130992673387888	0.00201264975242344	0
c_000000110556	2178	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000120498027605152	0.00144634265594737	0
c_000000110725	10435	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Moumouvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.818251143579562	7,43E+08	4,81E+09	0
c_000000111565	6040	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000233314932663867	0.00403173246509417	0
c_000000111973	10708	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	5,05E+07	7,58E+09	0
c_000000112519	3445	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Sepvirinae;g_Traversvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8791455509789389	0.00160471400474106	0.0117817959924403	0
c_000000112584	3770	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.275	0.000152261935530169	0.00156513312697244	0
c_000000114015	7598	Unclassified	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9219851614698458	0.0122158937304539	0.00118005936270587	0
c_000000115272	2637	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00119321672038688	0.000711284121460097	0
c_000000119115	2070	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.025	0.00032649705448902	0.00626213846202309	0
c_000000119858	3266	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0	0.00222989606229075	0.000454942874876946	0
c_000000120209	13797	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.025	2,57E+08	3,52E+09	0
c_000000120291	3345	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.0	0.000461475411345202	0.00514322184831309	0
c_000000121347	1764	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Gracegardnervirinae;g_Cheoctovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.0125	9,82E+09	0.00161324005824342	0
c_000000121956	3372	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00282066956957885	0.00124955581423646	0
c_000000122107	2628	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.931779094256249	0.000534807935149993	0.000341154884496343	0
c_000000123482	2762	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Lederbergvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8155538331363102	8,00E+09	0.00183399973934936	0
c_000000125191	3984	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00108812424740619	0.000179082295169958	0
c_000000125556	1513	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_Grandevirales;so_;f_Lakviridae;sf_Quadringentisvirinae;g_Hatfieldvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9051881910037979	0.000778779476221968	0.000964200284659054	0
c_000000125795	15887	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9972986238568456	5,78E+08	5,61E+09	3,98E+08
c_000000126395	2333	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Herelleviridae;sf_Spounavirinae;g_Siminovitchvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8875	5,02E+09	0.00108162703336033	0
c_000000128225	11173	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.0	0.000290225731165351	7,31E+09	0
c_000000130540	15857	"Viruses;Riboviria"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.4875	0.0122807134019428	0.00114428784641862	0
c_000000131509	1609	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.6781369502387975	0.000857480902976378	0.000614334642782521	0
c_000000132143	12406	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0	0.000263344370360562	6,61E+09	2,52E+08
c_000000133223	4498	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.05	0.00459997480744715	0.002780831619042	0.00329722130775143
c_000000133735	23213	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Pimascovirales;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8875	0.0122348104573914	0.0013505968529079	0
c_000000133906	24485	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.925	6,04E+09	5,69E+09	0
c_000000134051	3580	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Sanguivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.2125	0.000122495121052419	0.00205489790191939	0
c_000000134223	4329	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Umezonoviridae;sf_;g_Moriyavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9718791193933999	0.025032284737733	0.0138941906702562	2,92E+09
c_000000134837	11901	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Mazoviaviridae;sf_;g_Dabrowskivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9806987968412617	4,79E+07	4,21E+09	5,32E+08
c_000000135638	3665	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.0	0.000425442423198035	0.000190388603801015	0
c_000000137099	33666	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Megavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.85	7,67E+09	7,25E+09	0
c_000000137691	3473	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_Autographivirales;so_;f_;sf_;g_Pairvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.7915211701474535	0.000118880626087512	0.00186649046528539	0
c_000000137779	4696	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Eganvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Medium-quality	NA	0.8118782016546146	0.000329276394240981	0.00462497247319676	0
c_000000137882	2921	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000246781531720707	0.0037592687767559	0
c_000000138299	2276	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Marienburgvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.7257047250161117	0.00168546328463219	0.000871540711845473	0.00329545813513835
c_000000138301	3644	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Hiroshimavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	4,95E+09	0.0010913735530162	0
c_000000140328	10081	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.7429749414245747	7,60E+08	4,26E+09	0
c_000000140773	1910	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Shuimuvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	5,36E+09	0.000769591011954405	0
c_000000142294	3490	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Quadragintavirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00122219657593637	0.00057097837217896	0.007384989001481
c_000000143040	11632	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Pimascovirales;so_Ocovirineae;f_Orpheoviridae;sf_;g_Alphaorpheovirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8673985901758472	5,57E+09	1,60E+08	4,16E+08
c_000000143883	2563	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.0125	8,81E+09	0.00130985233431145	0
c_000000145786	1700	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__Thermoplasmataceae;g__Ferroplasma"	0.8118782016546146	0.00224290711131145	0.000777365708432914	0
c_000000148996	2785	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000483014055702713	0.00387731294375611	0
c_000000152945	3939	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.931779094256249	0.000117700988395552	0.00193140930092838	0
c_000000153461	14961	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Mimiviridae;sf_Megamimivirinae;g_Moumouvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8390431965791715	7,98E+09	5,35E+09	0
c_000000153971	3278	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Orchidvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000350097928321066	0.00515528097309436	0
c_000000155418	2691	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.00323167568046026	0.00210361819394143	0
c_000000156813	1561	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Peduoviridae;sf_;g_Eganvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	3,03E+09	0.000792146055547053	0
c_000000159225	2081	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	"d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Acidithiobacillales;f__Acidithiobacillaceae;g__Acidithiobacillus"	0.8118782016546146	7,72E+09	0.00106631375164494	0
c_000000159653	4002	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8217900959277422	0.000186555359220778	0.00213249050373152	0
c_000000163772	5446	NA	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Pokkesviricetes;o_Asfuvirales;so_;f_Asfarviridae;sf_;g_Asfivirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.000519887074619269	0.000127281671608518	0
c_000000163820	3675	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_Demerecviridae;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000113034822860974	0.00190865950387805	0
c_000000165548	7301	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8837536903269034	0.0120038497452124	0.00115989919552337	0
c_000000166835	8018	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_Schizomimiviridae;sf_;g_Kratosvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8828744493392071	0.0116072436833536	0.00146701565721493	0
c_000000167285	4039	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9994461765671151	0.000129283355967059	0.00195637870588255	0
c_000000168790	16641	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Algavirales;Phycodnaviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8118782016546146	0.000541205121240113	0.000147428370705593	0
c_000000169578	2546	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.8118782016546146	0.000746647178163294	1,20E+08	0.000347740864054461
c_000000169946	31968	"Viruses;Varidnaviria;Bamfordvirae;Nucleocytoviricota;Megaviricetes;Imitervirales;Mimiviridae"	"r_Varidnaviria;k_Bamfordvirae;p_Nucleocytoviricota;sp_;c_Megaviricetes;o_Imitervirales;so_;f_;sf_;g_;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.8607800183264025	9,27E+09	1,03E+08	0
c_000000171455	4426	NA	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_;g_Latrobevirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.9633366243805737	6,17E+08	0.00130370174877113	0
c_000000171738	2752	NA	"r_Adnaviria;k_Zilligvirae;p_Taleaviricota;sp_;c_Tokiviricetes;o_Ligamenvirales;so_;f_Lipothrixviridae;sf_;g_Alphalipothrixvirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9107929515418502	0.000461357677857211	0.000284223265495712	0.00816319226448981
c_000000171850	3723	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.8118782016546146	0.00239684394660479	0.00055394237613631	1,70E+09
c_000000172960	26269	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	NA	0.9677040738861166	0.00664749867001472	0.000673837668886316	0.000110625374164417
c_000000173725	2826	"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes"	"r_Duplodnaviria;k_Heunggongvirae;p_Uroviricota;sp_;c_Caudoviricetes;o_;so_;f_;sf_Nclasvirinae;g_Charlievirus;s_"	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Low-quality	"d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium"	0.8118782016546146	0.00178800568798943	0.000982418371554661	0.0477261734007638
c_000000175192	3572	NA	NA	"r_No Realm;p_;c_;o_;f_;sf_;g_"	Not-determined	NA	0.964110712130639	0.00169925782223384	0.000141254012409837	0
